,,,,,,,,,,,,,
,,,,,,,,,,,,,
Expenditure over £500,,,,,,,,,,,,,
<<For the period from 01 April 2017 to 30 June 2017>>,,,,,,,,,,,,,
,,,,,,,,,,,,,
Service Area,,Expenditure Catergory,,Expenditure Code,Description,,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name,
HRA,,Consultants Fees,,D3411,Blackbird Leys Consultancy Fees,,04/04/2017,46293282 - 1,"34,950.00",Revenue,20010669,CBRE CAPITAL ADVISORS LTD,
HRA,,Refunds,,J8328,rent refund 9000843321,,11/04/2017,46293325 - 1,"1,493.56",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000074004,,11/04/2017,46293326 - 1,"2,140.09",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000331006,,11/04/2017,46293328 - 1,542.06,Revenue,20000011,RENT REFUNDS,
HRA,,Consultants Fees,,D3411,1 subsequent treatments,,25/04/2017,46293331 - 8,42,Revenue,20011499,TOPS,
HRA,,Special Events,,D3807,Compensation for downsizing from 16 Danvers Road,,11/04/2017,46293364 - 1,"1,635.26",Revenue,20000010,HOUSING PAYMENTS,
HRA,,Gas Responsive Repairs,,B1207,Alterations to gas service plipe to enable compliance with regulations,,19/04/2017,46293395 - 1,931.11,Revenue,20015366,SGN CONNECTIONS PLC,
HRA,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 30,"1,723.01",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Temporary Bureau Staffing,,A0108,,,19/04/2017,46293414 - 31,"9,218.42",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Main Contractor,,Y021,,,19/04/2017,46293414 - 40,"7,558.65",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Main Contractor,,Y021,,,19/04/2017,46293414 - 44,"3,698.12",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Lift Maintenance / Servicing,,B1203,Lift Maintenance Contract. 306253-3063161 (valuation 68 March 2017),,25/04/2017,46293417 - 1,"12,817.26",Revenue,20004494,COTSWOLD LIFTS LTD,
HRA,,Services Maintenance (Planned),,B1103,Lift Maintenance Contract. 306253-3063161 (valuation 68 March 2017),,25/04/2017,46293417 - 3,40,Revenue,20004494,COTSWOLD LIFTS LTD,
HRA,,Fire Alarms and Emergency Lighting,,B1241,Fire alarm & emergency lighting service/aaintenance contract Inv. 51587-89 (valuation 75 March 2017),,19/04/2017,46293418 - 1,"7,040.91",Revenue,20002568,PYROTEC SERVICES LTD,
HRA,,Fire Alarms and Emergency Lighting,,B1241,Fire alarm & emergency lighting service/aaintenance contract Inv. 51587-89 (valuation 75 March 2017),,19/04/2017,46293418 - 5,40,Revenue,20002568,PYROTEC SERVICES LTD,
HRA,,Main Contractor,,Y021,Fire alarm & emergency lighting service/aaintenance contract Inv. 51587-89 (valuation 75 March 2017),,19/04/2017,46293418 - 10,"5,460.00",Capital,20002568,PYROTEC SERVICES LTD,
HRA,,Refunds,,J8328,rent refund 9000042414,,25/04/2017,46293464 - 1,"1,253.01",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000066607,,25/04/2017,46293467 - 1,500,Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000183791,,25/04/2017,46293469 - 1,"1,581.37",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,"recgarge refybd 9000852716 - recharge invoice cancelled, wond the appeal.  the invoice was paid for by REMS money - now refunding her",,25/04/2017,46293475 - 1,720,Revenue,20000011,RENT REFUNDS,
HRA,,Special Events,,D3807,re-imbursement for items needed during move from 3 Meaden Hill,,03/05/2017,46293518 - 1,535.89,Revenue,20000010,HOUSING PAYMENTS,
HRA,,Energy Conservation,,B1165,repayment for high energy bill to Jodie Gill of 2 Windrushs Tower,,03/05/2017,46293573 - 1,862.9,Revenue,20000000,GENERAL EXPENSES,
HRA,,Refunds,,J8328,rent refund 9000761153,,09/05/2017,46293613 - 1,"2,305.33",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000615144,,05/05/2017,46293647 - 1,786.9,Revenue,20000011,RENT REFUNDS,
HRA,,Temporary Bureau Staffing,,A0108,,,16/05/2017,46293675 - 15,"8,363.47",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Main Contractor,,Y021,,,16/05/2017,46293675 - 27,"6,219.20",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Main Contractor,,Y021,,,16/05/2017,46293675 - 40,"2,274.34",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Refunds,,J8328,9000615144  RENT REFUND,,16/05/2017,46293685 - 1,786.97,Revenue,20000011,RENT REFUNDS,
HRA,,Grants,,D3701,ANNUAL GRANT DONNINGTON TRA,,16/05/2017,46293713 - 1,903,Revenue,20000000,GENERAL EXPENSES,
HRA,,Refunds,,J8328,9000836284 RENT REFUND,,16/05/2017,46293719 - 1,807.39,Revenue,20000011,RENT REFUNDS,
HRA,,Window Cleaning,,B1606,26 - Window cleaning - Jan to March 2017,,20/06/2017,46293812 - 1,"4,746.50",Revenue,20008024,KINGS SERVICES,
HRA,,Window Cleaning,,B1606,26 - Window cleaning - Jan to March 2017,,20/06/2017,46293812 - 2,240,Revenue,20008024,KINGS SERVICES,
HRA,,Refunds,,J8328,900098680 RENT REFUND,,31/05/2017,46293838 - 1,"2,672.94",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,9000060089 RENT REFUND,,31/05/2017,46293866 - 1,"1,399.43",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,9000859180 RENT REFUND,,31/05/2017,46293867 - 1,685.8,Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000065271,,06/06/2017,46294002 - 1,542.28,Revenue,20000011,RENT REFUNDS,
HRA,,Temporary Bureau Staffing,,A0108,,,13/06/2017,46294016 - 24,"7,492.81",Revenue,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Main Contractor,,Y021,,,13/06/2017,46294016 - 25,"5,162.42",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Main Contractor,,Y021,,,13/06/2017,46294016 - 26,"5,440.96",Capital,20018053,REED SPECIALIST RECRUITMENT LTD,
HRA,,Grants,,D3701,Partial annual grant payment,,13/06/2017,46294031 - 1,896,Revenue,20014407,ROSEHILL TENANTS & RESIDENTS ASSOCIATION,
HRA,,Special Events,,D3807,COMPENSATION FOR DOWNSIZING FROM 210 BARNS ROAD,,20/06/2017,46294121 - 1,"1,000.00",Revenue,20000010,HOUSING PAYMENTS,
HRA,,Day to Day Repairs - Occupied,,B1180,£1000.00 compensation,,20/06/2017,46294195 - 1,"1,000.00",Revenue,20000000,GENERAL EXPENSES,
HRA,,Refunds,,J8328,rent refund 9000434130,,27/06/2017,46294247 - 1,"2,082.96",Revenue,20000011,RENT REFUNDS,
HRA,,Refunds,,J8328,rent refund 9000535000,,27/06/2017,46294263 - 1,767.02,Revenue,20000011,RENT REFUNDS,
HRA,,Electricity,,B1501,Bradlands Acc: 1042720  Electricity 01/11/15 - 31/01/16,,27/06/2017,47017683 - 0,761.91,Revenue,20011042,KENT COUNTY COUNCIL,
HRA,,Electricity,,B1501,Bradlands Acc: KS86222F  Electricity 01/08/16 - 30/09/16,,27/06/2017,47018456 - 1,422.79,Revenue,20011042,KENT COUNTY COUNCIL,
HRA,,Water & Sewerage Charges,,B1830,George Moore Close 43-74 Acc: 7425918375  Water 01/04/17 - 31/03/18,,04/04/2017,47019033 - 1,940.87,Revenue,20002423,THAMES WATER UTILITIES LTD,
HRA,,Water & Sewerage Charges,,B1830,Birch Court Acc: 2360437370  Water 01/04/17 - 31/03/18,,04/04/2017,47019034 - 0,"1,441.10",Revenue,20002423,THAMES WATER UTILITIES LTD,
HRA,,Water & Sewerage Charges,,B1830,Abingdon Road 85 - TA [HRA] Acc: 8511864527  Water 01/04/17 - 31/03/18,,04/04/2017,47019035 - 1,813.86,Revenue,20002423,THAMES WATER UTILITIES LTD,
HRA,,Gas,,B1502,Albert House Acc: 1041953  Gas 31/03/15 - 30/04/15,,27/06/2017,47019067 - 1,492.46,Revenue,20011042,KENT COUNTY COUNCIL,
HRA,,Gas,,B1502,Albert House Acc: 1041953  Gas 28/02/15 - 31/03/15,,27/06/2017,47019068 - 0,667.09,Revenue,20011042,KENT COUNTY COUNCIL,
HRA,,Gas,,B1502,Albert House Acc: 1041953  Gas 01/02/15 - 28/02/15,,27/06/2017,47019069 - 1,601.72,Revenue,20011042,KENT COUNTY COUNCIL,
HRA,,Water & Sewerage Charges,,B1830,Field Avenue 265 - TA [HRA] Acc: 9595685107  Water 01/04/17 - 31/03/18,,11/04/2017,47019075 - 1,511.5,Revenue,20002423,THAMES WATER UTILITIES LTD,
HRA,,Gas,,B1502,George Moore Close 43-74 Acc: 3004980803  Gas 01/10/16 - 28/02/17,,11/04/2017,47019082 - 0,"1,005.15",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Singletree Acc: 3004980759  Gas 01/10/16 - 28/02/17,,11/04/2017,47019086 - 0,"4,982.04",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Atkyns Court Acc: 3004980748  Gas 01/10/16 - 28/02/17,,11/04/2017,47019087 - 0,"4,852.31",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Alice Smith House - TA [HRA] Acc: 3004980650  Gas 01/10/16 - 28/02/17,,11/04/2017,47019090 - 1,"3,714.81",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Knights House Acc: 3004980572  Gas 01/10/16 - 28/02/17,,11/04/2017,47019094 - 1,751.11,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Water & Sewerage Charges,,B1830,Field Avenue 265 - TA [HRA] Acc: 9595685107  Water 01/04/16 - 31/03/17,,11/04/2017,47019102 - 1,511.11,Revenue,20002423,THAMES WATER UTILITIES LTD,
HRA,,Gas,,B1502,Cardinal House Acc: 3004980814  Gas 01/10/16 - 28/02/17,,11/04/2017,47019106 - 1,"6,570.22",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Birch Court Acc: 3004980715  Gas 01/10/16 - 28/02/17,,11/04/2017,47019109 - 0,"1,402.22",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Windale House Acc: 3004980693  Gas 01/10/16 - 28/02/17,,11/04/2017,47019110 - 1,"3,973.66",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Eastern House - TA [HRA] Acc: 3004980616  Gas 01/10/16 - 28/02/17,,11/04/2017,47019112 - 1,"3,630.75",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Headley House Acc: 3004980605  Gas 01/10/16 - 28/02/17,,11/04/2017,47019113 - 0,"3,245.71",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Northbrook House Acc: 3004980594  Gas 01/10/16 - 28/02/17,,11/04/2017,47019114 - 1,"4,061.33",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Electricity,,B1501,Plowman Tower Flat 47 - TA [HRA] Acc: 461691084  Electricity 01/01/17 - 30/03/17,,19/04/2017,47019132 - 0,480.8,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Gas,,B1502,Cardinal House Acc: 3004980814  Gas 01/03/17 - 31/03/17,,25/04/2017,47019218 - 1,"1,264.59",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Atkyns Court Acc: 3004980748  Gas 01/03/17 - 31/03/17,,25/04/2017,47019223 - 0,967.85,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Birch Court Acc: 3004980715  Gas 01/03/17 - 31/03/17,,25/04/2017,47019226 - 1,"2,771.51",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Windale House Acc: 3004980693  Gas 01/03/17 - 31/03/17,,25/04/2017,47019227 - 0,776.65,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Eastern House - TA [HRA] Acc: 3004980616  Gas 01/03/17 - 31/03/17,,25/04/2017,47019230 - 1,771.97,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Headley House Acc: 3004980605  Gas 01/03/17 - 31/03/17,,25/04/2017,47019231 - 0,640.24,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Northbrook House Acc: 3004980594  Gas 01/03/17 - 31/03/17,,25/04/2017,47019232 - 1,800.47,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Singletree Acc: 3004980759  Gas 01/03/17 - 31/03/17,,25/04/2017,47019236 - 1,865.76,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Alice Smith House - TA [HRA] Acc: 3004980650  Gas 01/03/17 - 31/03/17,,25/04/2017,47019239 - 0,667.16,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Bury Knowle House (Ground Floor Flat) - TA [HRA] Acc: 751679127  Gas 29/12/16 - 30/03/17,,25/04/2017,47019252 - 1,519,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Gas,,B1502,Bury Knowle House (First Floor Flat) - TA [HRA] Acc: 211677184  Gas 29/12/16 - 30/03/17,,25/04/2017,47019253 - 0,445.68,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Gas,,B1502,Dashwood Road 56 - TA [HRA] Acc: 211677169  Gas 30/12/16 - 21/03/17,,25/04/2017,47019265 - 1,428.89,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Water & Sewerage Charges,,B1830,Birch Court Acc: TW6446014193  Water 04/03/17 - 11/04/17,,03/05/2017,47019321 - 0,959,Revenue,20019401,CASTLE WATER,
HRA,,Electricity,,B1501,Northbrook House Acc: 361647374  Electricity 13/01/17 - 13/04/17,,03/05/2017,47019331 - 1,984.47,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Windrush Tower Landlords Lighting Acc: 681202539  Electricity 13/01/17 - 13/04/17,,03/05/2017,47019334 - 0,"1,211.76",Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Evenlode Tower Landlords Lighting Acc: 381203637  Electricity 18/01/17 - 13/04/17,,03/05/2017,47019338 - 0,"1,073.71",Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Knights House Acc: 451202777  Electricity 13/01/17 - 11/04/17,,03/05/2017,47019347 - 1,437.98,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Foresters Tower Landlords Lighting Acc: 331382100  Electricity 07/01/17 - 12/04/17,,03/05/2017,47019384 - 0,"1,462.35",Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Atkyns Court Acc: 171203344  Electricity 07/01/17 - 04/04/17,,03/05/2017,47019432 - 0,655.45,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Headley House Acc: 671201950  Electricity 30/12/16 - 30/03/17,,03/05/2017,47019448 - 1,771.17,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Warburg Crescent 38-44 & 52-58 Underfloor Heating Acc: 631381349  Electricity 31/12/16 - 30/03/17,,03/05/2017,47019490 - 1,936.99,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Warburg Crescent 31-37 & 45-51 Underfloor Heating Acc: 881381113  Electricity 31/12/16 - 30/03/17,,03/05/2017,47019492 - 1,762.15,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Plowman Tower Landlords Lighting Acc: 401203530  Electricity 07/01/17 - 30/03/17,,03/05/2017,47019495 - 0,"1,550.97",Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Hockmore Tower Landlords Lighting Acc: 821605050  Electricity 21/12/16 - 29/03/17,,03/05/2017,47019499 - 0,941.11,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Pound House 06-17 Landlords Lighting Acc: 641381591  Electricity 21/12/16 - 29/03/17,,03/05/2017,47019500 - 1,891.47,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Eastern House - TA [HRA] Acc: 921202461  Electricity 21/12/16 - 22/03/17,,03/05/2017,47019517 - 0,608.37,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Singletree Acc: 411202357  Electricity 22/12/16 - 21/03/17,,03/05/2017,47019527 - 0,"2,046.91",Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Water & Sewerage Charges,,B1830,Windale House Acc: TW3075886559  Water 04/02/17 - 01/04/17,,09/05/2017,47019646 - 1,636.73,Revenue,20019401,CASTLE WATER,
HRA,,Water & Sewerage Charges,,B1830,Cardinal House Acc: TW0714355254  Water 08/12/16 - 22/03/17,,09/05/2017,47019647 - 0,"2,444.00",Revenue,20019401,CASTLE WATER,
HRA,,Gas,,B1502,Cardinal House Acc: 3004980814  Gas 01/04/17 - 30/04/17,,23/05/2017,47019756 - 0,912.16,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Singletree Acc: 3004980759  Gas 01/04/17 - 30/04/17,,23/05/2017,47019760 - 0,699.43,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Atkyns Court Acc: 3004980748  Gas 01/04/17 - 30/04/17,,23/05/2017,47019761 - 1,842.74,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Birch Court Acc: 3004980715  Gas 01/04/17 - 30/04/17,,23/05/2017,47019764 - 0,541.53,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Alice Smith House - TA [HRA] Acc: 3004980650  Gas 01/04/17 - 30/04/17,,23/05/2017,47019765 - 0,625.07,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Eastern House - TA [HRA] Acc: 3004980616  Gas 28/02/17 - 30/04/17,,23/05/2017,47019768 - 1,"1,232.26",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Headley House Acc: 3004980605  Gas 01/04/17 - 30/04/17,,23/05/2017,47019769 - 0,532.1,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Northbrook House Acc: 3004980594  Gas 01/04/17 - 30/04/17,,23/05/2017,47019770 - 1,696.44,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Windale House Acc: 3004980693  Gas 01/04/17 - 30/04/17,,23/05/2017,47019774 - 1,664.65,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Electricity,,B1501,Chillingworth Crescent 040 - TA [HRA] Acc: 231692820  Electricity 07/01/17 - 07/04/17,,23/05/2017,47019842 - 1,574.29,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Water & Sewerage Charges,,B1830,Eastern House - TA [HRA] Acc: TW2241870068  Water 19/01/17 - 25/04/17,,23/05/2017,47019883 - 1,848.49,Revenue,20019401,CASTLE WATER,
HRA,,Electricity,,B1501,Bradlands Acc: KS86222F  Electricity 01/02/17 - 30/04/17,,23/05/2017,47019886 - 0,"4,217.38",Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Riverside Court Landlords Lighting Acc: 291202803  Electricity 14/02/17 - 10/05/17,,31/05/2017,47019896 - 1,650.27,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Riverside Court Landlords Lighting Acc: 821203445  Electricity 14/02/17 - 10/05/17,,31/05/2017,47019897 - 0,448.6,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Biomass Fuel,,B1504,Cardinal House Acc: 00803778 [Cardinal House]  Wood Pellet 10/05/17 - 10/05/17,,31/05/2017,47019912 - 1,950.13,Revenue,20019124,BILLINGTON BIOENERGY LTD,
HRA,,Electricity,,B1501,Jericho Street 31-42 Underfloor Heating Acc: 291202790  Electricity 01/02/17 - 03/05/17,,31/05/2017,47019921 - 0,505.8,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Albert House Acc: 001541112  Electricity 15/02/17 - 10/05/17,,31/05/2017,47019936 - 1,513.78,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Pennywell Drive 37-47 Underfloor Heating Acc: 641526247  Electricity 17/01/17 - 18/04/17,,31/05/2017,47020002 - 0,692.58,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Windale House Acc: 051202405  Electricity 18/01/17 - 19/04/17,,31/05/2017,47020024 - 1,"1,048.94",Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Electricity,,B1501,Pennywell Drive 25-35 Underfloor Heating Acc: 571527615  Electricity 17/01/17 - 18/04/17,,31/05/2017,47020042 - 0,680.12,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Water & Sewerage Charges,,B1830,Bradlands Acc: TW0578543245  Water 07/02/17 - 11/05/17,,31/05/2017,47020069 - 1,"1,824.12",Revenue,20019401,CASTLE WATER,
HRA,,Water & Sewerage Charges,,B1830,Headley House Acc: TW2684153386  Water 15/11/16 - 11/05/17,,31/05/2017,47020071 - 1,"1,309.73",Revenue,20019401,CASTLE WATER,
HRA,,Electricity,,B1501,Abingdon Road 85 - TA [HRA] Acc: 651527329  Electricity 10/02/17 - 10/05/17,,20/06/2017,47020120 - 0,594.53,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Gas,,B1502,Cowley Road 008 - TA [HRA] Acc: 961678625  Gas 02/03/17 - 31/05/17,,20/06/2017,47020154 - 1,461.92,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Gas,,B1502,Abingdon Road 85 - TA [HRA] Acc: 091679380  Gas 10/02/17 - 10/05/17,,20/06/2017,47020165 - 1,537.78,Revenue,20002402,SOUTHERN ELECTRIC PLC,
HRA,,Gas,,B1502,Cardinal House Acc: 3004980814  Gas 01/05/17 - 31/05/17,,20/06/2017,47020178 - 0,796.47,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Atkyns Court Acc: 3004980748  Gas 01/05/17 - 31/05/17,,20/06/2017,47020180 - 0,758.03,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Windale House Acc: 3004980693  Gas 01/05/17 - 31/05/17,,20/06/2017,47020185 - 0,549.59,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Eastern House - TA [HRA] Acc: 3004980616  Gas 01/05/17 - 31/05/17,,20/06/2017,47020187 - 0,501.63,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Headley House Acc: 3004980605  Gas 01/05/17 - 31/05/17,,20/06/2017,47020188 - 1,442.1,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Northbrook House Acc: 3004980594  Gas 01/05/17 - 31/05/17,,20/06/2017,47020189 - 0,607.81,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Bradlands Acc: 3005084600  Gas 01/01/17 - 28/02/17,,20/06/2017,47020192 - 1,"1,929.49",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Bradlands Acc: 3005084600  Gas 01/02/17 - 28/02/17,,20/06/2017,47020194 - 1,469.08,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Bradlands Acc: 3005084600  Gas 31/10/16 - 31/12/16,,20/06/2017,47020196 - 1,"1,009.60",Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Singletree Acc: 3004980759  Gas 01/05/17 - 31/05/17,,20/06/2017,47020204 - 1,643.3,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Alice Smith House - TA [HRA] Acc: 3004980650  Gas 01/05/17 - 31/05/17,,20/06/2017,47020208 - 1,532.06,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Bradlands Acc: 3005084600  Gas 01/03/17 - 31/03/17,,20/06/2017,47020212 - 1,457.76,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Gas,,B1502,Bradlands Acc: 3005084600  Gas 01/09/16 - 30/09/16,,20/06/2017,47020217 - 1,681.78,Revenue,20007602,TOTAL GAS & POWER LTD,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/05/17 - 31/05/17,,27/06/2017,47020228 - 0,549.82,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/04/17 - 30/04/17,,27/06/2017,47020231 - 1,568.41,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/02/17 - 28/02/17,,27/06/2017,47020235 - 1,697.7,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/01/17 - 31/01/17,,27/06/2017,47020238 - 0,787.21,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 13/10/16 - 31/10/16,,27/06/2017,47020242 - 0,511.35,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/03/17 - 31/03/17,,27/06/2017,47020245 - 1,658.92,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/12/16 - 31/12/16,,27/06/2017,47020248 - 0,885.02,Revenue,20011411,NPOWER,
HRA,,Electricity,,B1501,Cardinal House Acc: KS862233  Electricity 01/11/16 - 30/11/16,,27/06/2017,47020251 - 1,822.33,Revenue,20011411,NPOWER,
HRA,,Water & Sewerage Charges,,B1830,Singletree Acc: TW2741785484  Water 10/03/17 - 09/06/17,,27/06/2017,47020285 - 0,"1,780.36",Revenue,20019401,CASTLE WATER,
HRA,,Water & Sewerage Charges,,B1830,Singletree Acc: TW2741785484  Water 02/02/17 - 09/03/17,,27/06/2017,47020291 - 0,678.41,Revenue,20019401,CASTLE WATER,
HRA,,Miscellaneous Fees,,Y173,OT SALARY RECHARGE 01.10.2016-31.03.2017,,04/04/2017,48021819 - 1,"13,740.00",Capital,20002930,OXFORDSHIRE COUNTY COUNCIL,
HRA,,Asbestos Work,,B1106,,,04/04/2017,60071211 - 1,"1,196.00",Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD,
HRA,,Asbestos Work,,B1106,,,11/04/2017,60071947 - 0,"1,280.00",Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD,
HRA,,Asbestos Work,,B1106,,,25/04/2017,60072393 - 0,900,Revenue,20000209,AMITY INSULATION SERVICES LTD,
HRA,,Gas Appliances Annual Maintenance,,B1206,,,09/05/2017,60073097 - 1,"3,354.30",Revenue,20014844,POOLE INSTRUMENT CALIBRATION LTD,
HRA,,Gas Appliances Annual Maintenance,,B1206,,,23/05/2017,60073717 - 1,840.85,Revenue,20014844,POOLE INSTRUMENT CALIBRATION LTD,
HRA,,Asbestos Work,,B1106,,,23/05/2017,60073903 - 1,"1,077.00",Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD,
