Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Narrative,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment 2 Subsequent Treatment,23/02/2016,46288747_13,£141.00,Revenue,20011499,Tops
Oxford City Council,Financial Services,Consultants Fees,D3411,2 Subsequent Treatment,23/02/2016,46288747_14,£84.00,Revenue,20011499,Tops
Oxford City Council,Housing and Property,Consultants Fees,D3411,1 Assessment 2 Subsequent Treatment,23/02/2016,46288747_15,£99.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment,23/02/2016,46288747_16,£57.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment,23/02/2016,46288747_17,£57.00,Revenue,20011499,Tops
Oxford City Council,Partnerships Team,Consultants Fees,D3411,1 Assessment,23/02/2016,46288747_18,£57.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Subsequent Treatments,23/02/2016,46288747_2,£84.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Subsequent Treatments 1 Did Not Attend,23/02/2016,46288747_3,£104.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment 1 Subsequent Treatment,23/02/2016,46288747_4,£99.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment 1 Subsequent Treatment,23/02/2016,46288747_5,£99.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment 1 Subsequent Treatment,23/02/2016,46288747_8,£99.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatment,23/02/2016,46288747_9,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment & 7 Subsequent Treatments,15/03/2016,46289003_1,£351.00,Revenue,20011499,Tops
Oxford City Council,Financial Services,Consultants Fees,D3411,2 Subsequent Treatment,15/03/2016,46289003_10,£84.00,Revenue,20011499,Tops
Oxford City Council,Housing and Property,Consultants Fees,D3411,1 Subsequent Treatment,15/03/2016,46289003_11,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,"2 Subsequent Treatment, 1 Lumbar Roll",15/03/2016,46289003_12,£140.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Subsequent Treatment,15/03/2016,46289003_13,£84.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment & 3 Subsequent Treatment,15/03/2016,46289003_14,£183.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,Dna Charge,15/03/2016,46289003_15,£20.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment & 1 Subsequent Treatment,15/03/2016,46289003_16,£99.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessment & 2 Subsequent Treatment,15/03/2016,46289003_17,£141.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatments,15/03/2016,46289003_2,£42.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Assessments & 2  Subsequent Treatments,15/03/2016,46289003_3,£141.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,2 Assessments & 1  Subsequent Treatments,15/03/2016,46289003_4,£156.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,5  Subsequent Treatments,15/03/2016,46289003_5,£210.00,Revenue,20011499,Tops
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,1 Assessment,15/03/2016,46289003_6,£57.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,3 Assessment,15/03/2016,46289003_7,£171.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,Dna Charge & 1 Subsequent Treatment,15/03/2016,46289003_8,£62.00,Revenue,20011499,Tops
Oxford City Council,Direct Services,Consultants Fees,D3411,1 Subsequent Treatment,15/03/2016,46289003_9,£42.00,Revenue,20011499,Tops
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Wolvercote Cemetery,22/03/2016,1026973_0,£1350.00,Capital,20011508,D A Miles & Sons
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,Take Damaged Section Of Wall Down,22/03/2016,1026974_0,£1500.00,Revenue,20011508,D A Miles & Sons
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,Headington Hill Park On Marston Road,22/03/2016,1026975_0,£9950.00,Revenue,20011508,D A Miles & Sons
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,Risinghurst Cc,19/01/2016,46288533_1,£3998.00,Revenue,20011508,D A Miles & Sons
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,South Oxford Cc,23/02/2016,46288792_1,£1950.00,Revenue,20011508,D A Miles & Sons
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,Bury Knowle Park 010024242678,19/01/2016,48021441_1,£4495.00,Capital,20011508,D A Miles & Sons
Oxford City Council,Business Improvement,General Contracted Services,D3401,Rent Statements & Tenants In Touch,08/03/2016,1026356_0,£879.00,Revenue,20011523,Herald Chase
Oxford City Council,Direct Services,Materials,D3021, ,22/03/2016,60052830_1,£1291.95,Revenue,20011554,Meon Ltd
Oxford City Council,Direct Services,Sign Shop Materials,D3018, ,22/03/2016,60052940_1,£2418.85,Revenue,20011554,Meon Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Jwf22034,23/02/2016,1025875_1,£1417.45,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Serial No Qnw14566/ Cowley Marsh,01/03/2016,1026190_1,£720.00,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Direct Services,Hardware Purchase,D3520,Serial No Qnw13544/cowley Marsh,08/03/2016,1026191_1,£1089.33,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,14/07/15 To 13/01/16 2nd Floor Sac,08/03/2016,1026492_1,£1607.16,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Gny61627,15/03/2016,1026628_1,£609.81,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Direct Services,Photocopying/Paper Supplies,D3306,Gny63154,15/03/2016,1026630_1,£1618.85,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Gny53768,15/03/2016,1026631_1,£1404.26,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Community Services,Photocopying/Paper Supplies,D3306,Gny56717,15/03/2016,1026632_1,£837.41,Revenue,20011588,Canon (uk) Ltd
Oxford City Council,Business Improvement,General Contracted Services,D3401,Oxford Services Council,29/01/2016,1025067_1,£4475.13,Revenue,20011589,Capita Business Services Ltd
Oxford City Council,Financial Services,General Contracted Services,D3401,Revenues Benefits,08/03/2016,1025931_0,£800.00,Revenue,20011589,Capita Business Services Ltd
Oxford City Council,Business Improvement,General Contracted Services,D3401,Oxford Services Benefits Calls,01/03/2016,1026088_1,£7930.52,Revenue,20011589,Capita Business Services Ltd
Oxford City Council,Housing and Property,Subscriptions,D3703,Bsi Subscribing Membership,29/03/2016,1026665_0,£1288.00,Revenue,20011643,Bsi
Oxford City Council,Organisational Development,Management Development,A0637,Day Delegate Light Rate,26/01/2016,1025243_1,£854.75,Revenue,20011651,University Of Oxford
Oxford City Council,Organisational Development,Management Development,A0637,Day Delegate Light Rate,15/03/2016,1026276_0,£854.75,Revenue,20011651,University Of Oxford
Oxford City Council,Organisational Development,Management Development,A0637,Day Delegate Rate,29/03/2016,1027029_0,£854.75,Revenue,20011651,University Of Oxford
Oxford City Council,Community Services,General Contracted Services,D3401,Holiday Activities Grant 2016-17 1st Payment,23/02/2016,46288832_1,£5000.00,Revenue,20011696,The Oxford Trust
Oxford City Council,Community Services,Special Events,D3807,2nd Instalment (40%) For Old Museum 40th Annivarsary,26/01/2016,1025127_1,£1800.00,Revenue,20011717,Ovada Limited
Oxford City Council,Community Services,Special Events,D3807,3rd Instalment For Old Museum 40th Anniversary Arts Project,22/03/2016,1026863_0,£900.00,Revenue,20011717,Ovada Limited
Oxford City Council,Community Services,Grants,D3701,Final Payment Of Grant To Ovada,15/03/2016,46289043_1,£500.00,Revenue,20011717,Ovada Limited
Oxford City Council,Law and Governance,Conferences,D3602,Day Delegate,09/02/2016,1025538_1,£660.80,Revenue,20011733,Oxford Said Business School Ltd
Oxford City Council,Direct Services,Short Courses,A0622,Nptc Pa1 & Pa6 Training & Tests,09/02/2016,1025575_0,£2555.00,Revenue,20011742,Charlton Environmental Limited
Oxford City Council,Direct Services,Short Courses,A0622,City & Guilds Stump Grinder Training And Assessments 3 Candidates,23/02/2016,1025991_0,£735.00,Revenue,20011742,Charlton Environmental Limited
Oxford City Council,HRA,Environmental Open Space Improvements,B1003, ,12/01/2016,60048803_1,£1545.00,Revenue,20011742,Charlton Environmental Limited
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,12/01/2016,60049044_0,£3015.00,Revenue,20011787,Westlake Asphalt Company Ltd
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,19/01/2016,60049431_0,£640.00,Revenue,20011787,Westlake Asphalt Company Ltd
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,09/02/2016,60050540_1,£785.70,Revenue,20011787,Westlake Asphalt Company Ltd
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111, ,09/02/2016,60050542_0,£523.80,Revenue,20011787,Westlake Asphalt Company Ltd
Oxford City Council,Direct Services,Materials,D3021, ,26/01/2016,60049605_1,£1030.00,Revenue,20011854,Oxford Fabrication Ltd
Oxford City Council,HRA,Engineering Internal Works,B1302, ,23/02/2016,60051352_1,£16260.00,Revenue,20011854,Oxford Fabrication Ltd
Oxford City Council,Direct Services,Street Furniture,B1014, ,01/03/2016,60051493_0,£830.00,Revenue,20011854,Oxford Fabrication Ltd
Oxford City Council,HRA,Engineering Internal Works,B1302, ,15/03/2016,60052254_1,£8130.00,Revenue,20011854,Oxford Fabrication Ltd
Oxford City Council,HRA,Engineering Internal Works,B1302, ,15/03/2016,60052255_0,£8130.00,Revenue,20011854,Oxford Fabrication Ltd
Oxford City Council,Direct Services,Advertising & Publicity,D3802, ,19/01/2016,60049304_1,£840.00,Revenue,20011917,Passion   Radio Oxford Ltd
Oxford City Council,Direct Services,Advertising & Publicity,D3802, ,16/02/2016,60050720_0,£840.00,Revenue,20011917,Passion   Radio Oxford Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,12/01/2016,1024875_1,£866.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,26/01/2016,1024876_1,£1350.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,23/02/2016,1024877_1,£1350.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,29/01/2016,1025058_1,£1837.50,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,29/01/2016,1025059_1,£629.63,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,23/02/2016,1025195_1,£1350.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,23/02/2016,1025717_1,£1350.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,23/02/2016,1025718_1,£866.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,16/02/2016,1025719_1,£1732.50,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,16/02/2016,1025720_1,£1277.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,08/03/2016,1026287_0,£971.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,08/03/2016,1026288_0,£1350.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,22/03/2016,1026567_0,£1003.75,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,15/03/2016,1026637_0,£866.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,22/03/2016,1026638_0,£866.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,29/03/2016,1026639_0,£971.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,Redacted Personal Data,29/03/2016,1026808_0,£1350.50,Revenue,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Main Contractor,Y021,Redacted Personal Data,29/03/2016,1026809_0,£866.25,Capital,20011918,Macdonald & Company Freelance Ltd
Oxford City Council,HRA,Consultants Fees,D3411,Cahrges In Respect Of Professional Services Business Plan 2016,23/02/2016,1025730_0,£6750.00,Revenue,20011931,Capita Property & Infrastructure Ltd
Oxford City Council,Direct Services,CCTV,B1246,Retunr To Refit Repaired Camera,09/02/2016,1025668_0,£874.00,Revenue,20012009,Cotswold Security Systems Limited
Oxford City Council,Law and Governance,Subscriptions,D3703,Solcara Legal Search Essentials,26/01/2016,1024303_1,£3924.00,Revenue,20012030,Thomson Reuters (professional) Uk Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288382_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288385_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288387_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288389_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288392_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288395_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,Temporary Bureau Staffing,A0108,Redacted Personal Data,12/01/2016,46288396_1,£605.32,Revenue,20012114,Red Snapper Recruitment Ltd
Oxford City Council,Community Services,General Contracted Services,D3401,Holiday Activities Grant 2016-17,01/03/2016,46288838_1,£4685.30,Revenue,20012189,Pegasus Theatre Trust Limited
Oxford City Council,Community Services,Grants,D3701,Balance Of Grant To Pegasus Theatre,29/03/2016,46289243_1,£2000.00,Revenue,20012189,Pegasus Theatre Trust Limited
Oxford City Council,Community Services,General Contracted Services,D3401,Holiday Activities 2015/16 Final 10% Pegasus Theatre,29/03/2016,46289267_1,£1041.00,Revenue,20012189,Pegasus Theatre Trust Limited
Oxford City Council,Community Services,General Contracted Services,D3401,Production Of Banbury Sports Plan Executive Summary,12/01/2016,1024839_1,£879.00,Revenue,20012225,Vaga Associates
Oxford City Council,Community Services,Grants,D3701,4th Instalment Of Grant To Ocva,22/03/2016,46289187_1,£12184.00,Revenue,20012251,Oxfordshire Community Voluntary Action (ocva)
Oxford City Council,Financial Services,Court Fees,D3416,Fees Paid Council Tax,29/03/2016,1027075_1,£868.83,Revenue,20012263,Bristow & Sutor
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,,26/01/2016,1025158_1,£512.50,Revenue,20012304,Tyco Fire & Integrated Solutions (uk) Ltd
Oxford City Council,Direct Services,Materials,D3021, ,16/02/2016,60050700_0,£2697.20,Revenue,20012307,Ashtead Plant Hire
Oxford City Council,Direct Services,Materials,D3021, ,08/03/2016,60051873_0,£2734.40,Revenue,20012307,Ashtead Plant Hire
Oxford City Council,Direct Services,Materials,D3021, ,29/03/2016,60053289_0,£2609.40,Revenue,20012307,Ashtead Plant Hire
